GEOID,median_rent,median_value,median_income,log_rent,log_value,log_income,mf_share,gentle_density_share,high_density_share,sf_share,renter_share,treated_dupac,minority_share,poverty_rate,bea_monthly_cost
25025030300,2640.0,1021400.0,120238.0,7.878534196140362,13.83668479319568,11.697228390888652,0.9912908242612752,0.02021772939346812,0.9710730948678071,0.004354587869362364,0.6093385214007782,0,0.10315031503150315,0.17193867649912672,5353.838333333333
25025061000,503.0,665600.0,38950.0,6.220590170099739,13.408444168489137,10.570034051298894,0.8773458445040214,0.35723860589812334,0.5201072386058981,0.12265415549597855,0.7618710134656272,1,0.5230864580105361,0.3182522466687326,3488.853333333333
25025061200,2383.0,631600.0,130625.0,7.776115477098742,13.356011561363625,11.780085901701213,0.8968834166987303,0.2193151212004617,0.6775682954982686,0.10311658330126972,0.5700503355704698,1,0.05968778696051423,0.06841138659320478,3310.6366666666668
25025090100,904.0,466300.0,32702.0,6.806829360392176,13.052584482796412,10.395191517094531,0.9372262773722628,0.6423357664233577,0.2948905109489051,0.057907542579075426,0.8550964187327824,1,1.0087412587412588,0.34557109557109555,2444.1891666666666
25025090200,955.0,522400.0,30500.0,6.86171134048073,13.166188856944359,10.325481962595504,0.9343148357870895,0.5300113250283126,0.4043035107587769,0.06568516421291053,0.8608374384236454,1,0.9215307305759567,0.34248163896405104,2738.2466666666664
25025090700,1577.0,440300.0,70575.0,7.3632795869630385,12.995211591743844,11.16443125312169,0.8862068965517241,0.6403940886699507,0.2458128078817734,0.11379310344827587,0.6096866096866097,1,0.1809989701338826,0.1825437693099897,2307.9058333333332
25025091200,1325.0,444400.0,90268.0,7.1891677384203225,13.004480336747612,11.410538302291801,0.8791469194312796,0.6927330173775671,0.18641390205371247,0.12085308056872038,0.5848540145985401,1,0.5007656967840735,0.1926153846153846,2329.3966666666665
25025100300,1531.0,348000.0,51736.0,7.333676395657684,12.759957758756611,10.853909143126428,0.717948717948718,0.6234432234432234,0.0945054945054945,0.28205128205128205,0.5740598618572524,1,0.9663906478324403,0.249692799213566,1824.1000000000001
25025101101,1694.0,372100.0,53523.0,7.434847875211999,12.826917914334715,10.887866747042812,0.7936643835616438,0.6815068493150684,0.11215753424657535,0.20633561643835616,0.6565836298932385,1,1.0987012987012987,0.167012987012987,1950.4241666666667
25025130300,1700.0,569400.0,118036.0,7.438383530044307,13.252338453826074,11.678744941664677,0.3225119744544971,0.25705162320383185,0.06546035125066525,0.6774880255455029,0.22536806342015855,1,0.08630227926532419,0.012392122150918344,2984.605
25025140102,1411.0,380700.0,83710.0,7.252053951852814,12.84976694237059,11.335113723654102,0.4323308270676692,0.31364124597207305,0.11868958109559613,0.5676691729323309,0.3039912520503007,1,0.6387340406401726,0.08756756756756756,1995.5024999999998
25025140300,1412.0,391900.0,45781.0,7.252762418053187,12.878761984187722,10.731624436867815,0.5876326381266008,0.3589462129527991,0.2286864251738017,0.4123673618733992,0.5673076923076923,1,0.8132730416278761,0.23994098712446352,2054.2091666666665
25025180400,1506.0,418500.0,81667.0,7.317212408359839,12.944432168911668,11.310405282483078,0.6068965517241379,0.41379310344827586,0.19310344827586207,0.3931034482758621,0.4312039312039312,1,0.2428174235403151,0.04349859681945744,2193.6375
25003934200,1587.0,346800.0,75982.0,7.369600720526409,12.756503523888524,11.238251749111685,0.02981651376146789,0.02408256880733945,0.005733944954128441,0.9323394495412844,0.12323232323232323,0,0.08649602824360106,0.06465899025686449,1817.8099999999997
25003900800,1464.0,237700.0,82308.0,7.288927694521257,12.378764653348286,11.318223587287322,0.04751027866605756,0.04751027866605756,0.0,0.9415258108725445,0.07308467741935484,0,0.016821220616778088,0.040207522697795074,1245.9441666666667
25003913100,912.0,319000.0,72411.0,6.815639990074331,12.672946381766982,11.190113500534709,0.40720961281708945,0.07042723631508678,0.33678237650200266,0.5787716955941254,0.3550694152292806,0,0.06627836915043181,0.041425198540459326,1672.0916666666665
25003922200,879.0,156700.0,57426.0,6.778784897685177,11.962088428344112,10.958252441423962,0.407108239095315,0.2148626817447496,0.19224555735056542,0.589122240172321,0.35809987819732036,1,0.0024813895781637717,0.18505239933811363,821.3691666666667
25003932300,745.0,205900.0,65820.0,6.61338421837956,12.235145893015881,11.094679022497331,0.10553633217993079,0.0847750865051903,0.020761245674740483,0.8313148788927336,0.15764139590854392,0,0.0037776578521316784,0.06724511930585683,1079.2591666666665
25003933300,1192.0,354900.0,76731.0,7.083387847625295,12.779591338634587,11.248061077798893,0.04065827686350436,0.030977734753146177,0.00968054211035818,0.9554695062923524,0.1212624584717608,0,0.025152439024390245,0.037209302325581395,1860.2675
25003900900,933.0,206800.0,65042.0,6.838405200847344,12.23950742161641,11.082788494056414,0.48160396858205873,0.399338569656883,0.08226539892517569,0.5183960314179413,0.39287410926365796,1,0.15268987341772153,0.08227848101265822,1083.9766666666667
25003912100,848.0,183300.0,59122.0,6.742880635791903,12.118879433827797,10.987358384549202,0.3188180404354588,0.2553654743390358,0.06345256609642301,0.6553654743390358,0.2519710906701708,1,0.04150943396226415,0.09585889570552147,960.7975
25003932200,1118.0,264000.0,75852.0,7.0192966537150445,12.483704382128453,11.2365393522603,0.00484027105517909,0.00484027105517909,0.0,0.989351403678606,0.06423777564717162,0,0.07119067443796837,0.06354515050167224,1383.8
25003935100,1239.0,388300.0,82604.0,7.122059881629142,12.869533515719759,11.321813384486683,0.20444191343963553,0.051822323462414575,0.15261958997722094,0.7887243735763098,0.11080835603996367,0,0.0186536901865369,0.05280259951259139,2035.3391666666666
